date,stn_id,avg_temp,min_temp,max_temp,precipitation,sunshine,humidity,city
2012-01-01,108,-3.0,-6.9,0.4,0.0,4.4,64.5,서울
2012-01-02,108,-4.8,-8.3,-1.2,,5.9,66.5,서울
2012-01-03,108,-4.5,-6.8,-0.2,0.4,2.7,68.3,서울
2012-01-04,108,-7.4,-9.6,-4.3,0.0,8.1,55.4,서울
2012-01-05,108,-5.7,-9.8,-1.3,,9.0,49.8,서울
2012-01-06,108,-2.8,-5.6,1.3,,8.4,42.9,서울
2012-01-07,108,-3.8,-8.0,2.0,,8.5,46.5,서울
2012-01-08,108,-2.5,-5.5,0.4,,2.8,54.3,서울
2012-01-09,108,-0.3,-1.8,2.7,0.0,2.4,66.1,서울
2012-01-10,108,-2.5,-5.8,1.5,,6.6,53.9,서울
2012-01-11,108,-6.0,-8.1,-3.3,,9.0,42.3,서울
2012-01-12,108,-4.6,-10.3,-0.4,0.0,6.3,56.5,서울
2012-01-13,108,-1.2,-4.1,2.6,,6.7,52.8,서울
2012-01-14,108,-1.5,-6.3,2.7,,8.7,51.6,서울
2012-01-15,108,-2.6,-4.7,0.3,,6.3,44.5,서울
2012-01-16,108,1.0,-5.1,7.8,,9.1,44.6,서울
2012-01-17,108,2.8,0.0,8.2,,5.2,48.5,서울
2012-01-18,108,1.4,-2.2,5.4,,4.6,39.8,서울
2012-01-19,108,5.3,1.4,8.4,0.2,0.3,54.4,서울
2012-01-20,108,5.4,3.7,8.3,0.5,0.9,61.0,서울
2012-01-21,108,2.4,-2.6,5.7,0.1,0.0,60.3,서울
2012-01-22,108,-7.7,-11.6,-2.4,,9.0,37.9,서울
2012-01-23,108,-9.6,-12.2,-5.3,,9.3,33.3,서울
2012-01-24,108,-7.3,-11.8,-3.1,1.6,9.2,39.9,서울
2012-01-25,108,-8.2,-11.6,-5.0,,9.5,41.3,서울
2012-01-26,108,-2.9,-8.5,1.8,0.0,7.5,54.5,서울
2012-01-27,108,-0.9,-4.4,4.9,0.0,2.9,64.6,서울
2012-01-28,108,-1.8,-6.0,3.1,,7.1,24.4,서울
2012-01-29,108,-2.8,-5.5,1.6,,8.7,23.4,서울
2012-01-30,108,-5.6,-8.8,-0.8,,9.5,22.4,서울
2012-01-31,108,-4.7,-8.5,-0.3,3.9,1.9,48.4,서울
2012-02-01,108,-12.8,-15.3,-8.1,,9.5,47.9,서울
2012-02-02,108,-13.7,-17.1,-9.5,,9.6,44.4,서울
2012-02-03,108,-8.6,-14.5,-3.9,0.1,9.4,54.3,서울
2012-02-04,108,-3.0,-5.2,1.0,0.2,9.5,48.5,서울
2012-02-05,108,-0.9,-4.5,4.8,,6.4,36.1,서울
2012-02-06,108,0.9,-3.2,7.0,0.2,4.3,50.6,서울
2012-02-07,108,-8.7,-11.5,-0.1,0.0,9.6,42.3,서울
2012-02-08,108,-8.0,-12.1,-3.8,,9.6,39.1,서울
2012-02-09,108,-4.5,-9.0,-0.5,,9.2,48.9,서울
2012-02-10,108,-3.5,-6.9,1.7,0.0,7.8,46.4,서울
2012-02-11,108,-3.8,-9.2,0.8,,9.7,42.5,서울
2012-02-12,108,-0.1,-5.0,4.8,,8.9,34.4,서울
2012-02-13,108,3.1,0.2,8.4,,5.2,26.3,서울
2012-02-14,108,3.0,-0.3,8.3,,7.5,48.9,서울
2012-02-15,108,-1.3,-4.1,3.0,,8.2,31.5,서울
2012-02-16,108,-2.8,-6.1,2.7,,9.6,32.4,서울
2012-02-17,108,-6.4,-8.8,-2.9,,8.3,35.1,서울
2012-02-18,108,-6.8,-9.6,-2.2,,9.8,38.9,서울
2012-02-19,108,-4.4,-9.6,1.3,,10.1,39.6,서울
2012-02-20,108,-0.2,-5.5,5.3,,9.6,56.8,서울
2012-02-21,108,2.3,-0.9,5.5,,0.5,59.1,서울
2012-02-22,108,5.8,-0.8,12.1,,8.7,46.6,서울
2012-02-23,108,4.4,1.1,8.2,0.3,5.8,64.4,서울
2012-02-24,108,4.3,0.2,9.7,,4.7,61.3,서울
2012-02-25,108,1.2,-2.3,5.0,,3.6,57.4,서울
2012-02-26,108,-1.6,-4.0,3.2,,6.6,33.5,서울
2012-02-27,108,-0.7,-5.9,5.2,,10.5,31.3,서울
2012-02-28,108,2.1,-3.2,7.3,,3.5,26.6,서울
2012-02-29,108,5.4,-1.5,11.8,,9.2,27.1,서울
2012-03-01,108,8.7,4.0,14.6,,7.7,20.1,서울
2012-03-02,108,6.9,5.2,9.5,0.3,2.1,54.6,서울
2012-03-03,108,6.9,2.7,12.9,,8.9,47.1,서울
2012-03-04,108,6.2,3.0,9.7,0.0,1.4,49.9,서울
2012-03-05,108,5.3,3.1,8.5,7.0,0.0,66.9,서울
2012-03-06,108,3.0,1.8,4.6,8.5,0.0,81.6,서울
2012-03-07,108,3.0,-0.2,7.7,,7.2,60.1,서울
2012-03-08,108,2.0,-0.3,5.2,,4.0,47.8,서울
2012-03-09,108,3.4,-2.1,9.1,,5.3,48.9,서울
2012-03-10,108,3.9,1.3,8.9,,7.0,52.5,서울
2012-03-11,108,-2.4,-4.6,1.3,0.0,11.1,43.0,서울
2012-03-12,108,-1.6,-5.7,3.2,,11.2,40.1,서울
2012-03-13,108,1.7,-3.5,6.6,,9.2,49.8,서울
2012-03-14,108,3.6,1.8,5.9,0.0,0.3,70.4,서울
2012-03-15,108,5.5,-1.7,11.8,,10.4,35.8,서울
2012-03-16,108,8.1,5.7,12.9,4.0,0.0,51.1,서울
2012-03-17,108,10.4,6.8,16.1,2.0,5.5,71.4,서울
2012-03-18,108,6.9,2.2,11.5,,8.2,62.8,서울
2012-03-19,108,2.8,-0.5,7.2,,9.8,38.0,서울
2012-03-20,108,3.1,-1.9,8.3,,11.3,30.6,서울
2012-03-21,108,4.3,-0.5,10.4,,11.0,36.3,서울
2012-03-22,108,7.8,3.3,11.4,0.0,2.0,53.6,서울
2012-03-23,108,5.0,2.3,9.7,22.0,0.0,82.5,서울
2012-03-24,108,3.3,1.5,6.9,3.5,7.5,54.5,서울
2012-03-25,108,3.6,0.9,7.7,,10.9,36.6,서울
2012-03-26,108,3.9,-0.2,8.7,,11.6,38.3,서울
2012-03-27,108,6.4,1.0,10.9,,4.9,57.6,서울
2012-03-28,108,10.1,6.4,15.8,,8.2,56.4,서울
2012-03-29,108,11.6,5.9,16.2,0.0,4.9,57.0,서울
2012-03-30,108,9.0,5.8,11.9,0.1,0.0,73.5,서울
2012-03-31,108,5.4,2.5,10.1,0.0,10.2,38.4,서울
2012-04-01,108,4.6,0.6,9.4,,10.9,28.1,서울
2012-04-02,108,8.3,3.5,14.1,22.0,0.2,56.9,서울
2012-04-03,108,4.9,1.1,9.4,35.0,2.9,66.9,서울
2012-04-04,108,7.2,2.2,12.8,,10.5,57.3,서울
2012-04-05,108,6.7,3.1,12.2,,11.7,43.4,서울
2012-04-06,108,5.4,2.6,9.6,,7.8,41.5,서울
2012-04-07,108,5.9,0.6,12.4,,12.0,35.5,서울
2012-04-08,108,11.3,4.6,17.6,,9.6,47.3,서울
2012-04-09,108,15.4,10.7,22.4,,8.4,55.8,서울
2012-04-10,108,13.7,11.5,16.9,10.5,0.0,82.8,서울
2012-04-11,108,12.2,9.1,17.4,3.0,5.4,72.5,서울
2012-04-12,108,8.9,5.3,12.4,,4.3,49.5,서울
2012-04-13,108,10.3,7.4,15.1,,1.0,52.8,서울
2012-04-14,108,10.5,5.9,16.4,,8.1,68.0,서울
2012-04-15,108,13.4,6.9,21.7,,10.9,56.0,서울
2012-04-16,108,11.9,7.2,17.9,,8.0,58.0,서울
2012-04-17,108,13.6,7.5,19.7,,11.9,38.1,서울
2012-04-18,108,15.2,9.2,21.3,,7.8,32.3,서울
2012-04-19,108,17.0,12.2,24.3,,8.3,34.1,서울
2012-04-20,108,18.4,13.6,23.8,,9.3,38.9,서울
2012-04-21,108,11.4,9.5,16.3,47.5,0.0,72.6,서울
2012-04-22,108,9.4,7.9,12.0,9.0,0.0,91.4,서울
2012-04-23,108,12.9,9.1,17.3,0.0,0.6,82.1,서울
2012-04-24,108,19.7,12.2,26.6,,9.2,60.3,서울
2012-04-25,108,15.1,10.5,20.7,28.0,0.0,72.8,서울
2012-04-26,108,11.9,8.0,16.8,2.0,12.7,53.4,서울
2012-04-27,108,15.2,7.8,22.3,,11.9,32.0,서울
2012-04-28,108,17.0,13.8,22.1,,8.9,42.4,서울
2012-04-29,108,19.9,14.0,26.3,,7.8,57.1,서울
2012-04-30,108,22.9,15.4,29.4,,12.4,43.3,서울
2012-05-01,108,22.6,17.3,28.3,,6.4,46.1,서울
2012-05-02,108,23.1,19.0,29.1,0.4,10.0,47.3,서울
2012-05-03,108,20.0,17.0,25.4,0.2,9.6,53.8,서울
2012-05-04,108,19.7,14.3,25.7,,12.2,48.8,서울
2012-05-05,108,18.8,13.5,24.9,,12.2,42.4,서울
2012-05-06,108,18.1,13.1,24.1,,12.4,31.9,서울
2012-05-07,108,18.5,12.2,24.9,,10.2,33.3,서울
2012-05-08,108,20.8,14.2,28.0,,9.0,27.5,서울
2012-05-09,108,20.7,15.0,27.4,,10.7,45.4,서울
2012-05-10,108,20.1,15.5,26.6,,11.1,45.1,서울
2012-05-11,108,16.2,13.2,19.2,,0.4,55.4,서울
2012-05-12,108,17.1,14.4,21.1,,1.8,57.9,서울
2012-05-13,108,19.1,14.8,25.2,,8.3,53.0,서울
2012-05-14,108,16.1,15.1,17.2,6.5,0.0,78.8,서울
2012-05-15,108,16.9,13.0,22.7,0.0,10.6,65.3,서울
2012-05-16,108,16.6,12.7,22.0,0.0,7.6,58.6,서울
2012-05-17,108,16.6,13.9,20.5,0.5,7.9,56.6,서울
2012-05-18,108,18.1,12.0,24.5,,12.7,51.4,서울
2012-05-19,108,19.5,13.1,25.8,,11.6,38.0,서울
2012-05-20,108,21.3,14.5,28.7,,12.3,39.1,서울
2012-05-21,108,23.0,17.2,28.9,,12.4,34.8,서울
2012-05-22,108,23.3,17.8,29.3,,12.4,34.6,서울
2012-05-23,108,22.1,18.3,27.8,,10.4,39.5,서울
2012-05-24,108,19.7,17.0,24.0,,1.5,53.0,서울
2012-05-25,108,20.5,16.2,26.6,,11.5,45.4,서울
2012-05-26,108,19.8,14.1,26.1,,8.0,44.8,서울
2012-05-27,108,19.3,17.1,23.4,0.3,2.8,65.6,서울
2012-05-28,108,20.9,16.4,26.0,0.1,3.3,58.0,서울
2012-05-29,108,21.6,18.8,25.4,,3.0,40.8,서울
2012-05-30,108,20.7,18.6,23.6,0.0,0.6,44.4,서울
2012-05-31,108,20.9,16.6,27.2,0.2,8.4,58.6,서울
2012-06-01,108,21.4,16.3,26.7,,6.1,52.3,서울
2012-06-02,108,23.1,19.2,28.8,,7.5,44.8,서울
2012-06-03,108,23.3,18.0,29.1,,12.7,38.9,서울
2012-06-04,108,23.7,18.6,29.1,,11.6,35.1,서울
2012-06-05,108,22.5,19.8,27.5,0.0,10.0,62.6,서울
2012-06-06,108,23.0,19.1,28.9,,8.2,62.0,서울
2012-06-07,108,23.0,18.5,29.4,,5.5,62.8,서울
2012-06-08,108,22.2,19.0,27.9,2.0,1.7,66.4,서울
2012-06-09,108,24.2,18.6,29.9,,7.6,59.5,서울
2012-06-10,108,23.7,20.8,28.7,,7.8,58.8,서울
2012-06-11,108,23.2,20.3,27.8,,4.3,59.4,서울
2012-06-12,108,22.6,19.0,28.9,0.4,7.3,58.9,서울
2012-06-13,108,23.4,18.3,28.9,,6.4,53.1,서울
2012-06-14,108,24.8,19.3,31.7,,9.0,49.1,서울
2012-06-15,108,23.7,20.4,28.0,,4.7,52.8,서울
2012-06-16,108,23.5,20.2,29.9,,10.2,61.3,서울
2012-06-17,108,23.6,18.1,29.8,,12.3,52.5,서울
2012-06-18,108,24.9,20.1,30.2,,8.2,46.5,서울
2012-06-19,108,26.0,20.9,33.5,,9.3,44.8,서울
2012-06-20,108,25.4,21.3,31.3,,13.0,49.1,서울
2012-06-21,108,25.7,21.3,32.4,,9.2,55.3,서울
2012-06-22,108,24.3,21.3,29.3,0.0,3.6,61.4,서울
2012-06-23,108,26.2,21.5,31.7,,7.5,55.8,서울
2012-06-24,108,27.8,23.6,32.8,,5.4,48.3,서울
2012-06-25,108,26.5,22.2,33.2,,10.9,40.5,서울
2012-06-26,108,24.6,20.6,30.8,,12.8,44.9,서울
2012-06-27,108,24.8,19.3,31.0,,9.4,47.1,서울
2012-06-28,108,25.3,20.9,29.6,,4.9,50.4,서울
2012-06-29,108,25.9,22.0,31.0,20.0,4.8,60.4,서울
2012-06-30,108,21.9,20.2,23.7,69.5,0.1,87.8,서울
2012-07-01,108,21.6,19.2,25.4,0.0,2.0,80.1,서울
2012-07-02,108,24.0,21.7,29.8,,6.2,62.8,서울
2012-07-03,108,22.7,19.7,25.7,25.0,3.2,78.1,서울
2012-07-04,108,24.4,22.6,27.4,0.3,1.6,79.8,서울
2012-07-05,108,22.7,20.9,24.6,72.0,0.0,89.6,서울
2012-07-06,108,20.9,19.9,21.8,102.5,0.0,88.8,서울
2012-07-07,108,24.8,18.5,31.0,,12.0,62.1,서울
2012-07-08,108,25.8,21.4,30.7,,13.1,64.5,서울
2012-07-09,108,26.3,21.9,32.3,,6.7,64.1,서울
2012-07-10,108,25.9,21.7,29.1,6.5,0.7,67.4,서울
2012-07-11,108,23.3,21.0,26.5,8.0,0.8,83.5,서울
2012-07-12,108,24.7,21.1,28.5,0.0,1.0,72.3,서울
2012-07-13,108,26.1,21.8,29.3,76.5,2.6,76.1,서울
2012-07-14,108,22.8,20.4,26.2,8.0,0.3,82.1,서울
2012-07-15,108,19.7,19.1,20.5,32.5,0.0,89.5,서울
2012-07-16,108,21.7,19.0,25.0,2.5,0.5,80.3,서울
2012-07-17,108,25.5,21.6,29.0,0.0,0.3,70.5,서울
2012-07-18,108,26.3,24.7,28.4,6.0,0.8,78.8,서울
2012-07-19,108,23.9,22.4,26.5,72.5,2.4,85.3,서울
2012-07-20,108,25.6,22.1,29.7,1.0,7.3,73.6,서울
2012-07-21,108,27.5,24.1,31.4,,6.8,67.4,서울
2012-07-22,108,27.2,23.7,30.4,16.5,3.5,74.4,서울
2012-07-23,108,27.6,25.6,30.5,1.0,1.7,73.9,서울
2012-07-24,108,27.8,25.5,32.1,,8.4,71.9,서울
2012-07-25,108,27.9,24.2,32.1,,10.6,68.0,서울
2012-07-26,108,28.1,24.3,32.6,,13.0,63.4,서울
2012-07-27,108,27.9,24.9,32.3,,9.1,68.0,서울
2012-07-28,108,28.5,25.2,33.2,,8.4,67.3,서울
2012-07-29,108,29.2,26.2,33.2,0.0,9.6,66.8,서울
2012-07-30,108,28.4,23.0,31.6,18.0,5.0,72.3,서울
2012-07-31,108,29.0,26.6,33.0,0.1,6.4,66.1,서울
2012-08-01,108,30.8,25.9,35.3,,9.8,56.8,서울
2012-08-02,108,30.8,26.8,35.5,,11.7,53.6,서울
2012-08-03,108,31.3,27.1,35.4,,12.9,51.9,서울
2012-08-04,108,31.7,28.2,36.2,,11.3,50.1,서울
2012-08-05,108,31.8,27.5,36.7,,12.2,51.0,서울
2012-08-06,108,31.5,27.8,35.8,,9.4,54.1,서울
2012-08-07,108,30.7,26.6,35.0,,9.2,48.0,서울
2012-08-08,108,29.6,25.6,34.3,,9.7,51.6,서울
2012-08-09,108,29.7,26.6,34.6,,8.5,63.5,서울
2012-08-10,108,27.4,25.7,29.0,0.3,0.2,69.4,서울
2012-08-11,108,27.7,24.0,31.8,,2.6,65.0,서울
2012-08-12,108,25.5,22.3,27.9,17.0,0.0,80.3,서울
2012-08-13,108,26.6,22.1,32.1,2.0,6.5,65.0,서울
2012-08-14,108,26.7,23.2,31.2,15.5,6.9,64.3,서울
2012-08-15,108,23.7,22.4,27.1,136.5,0.0,88.0,서울
2012-08-16,108,26.0,22.7,28.9,,4.4,68.8,서울
2012-08-17,108,27.5,24.3,32.2,0.0,3.8,74.0,서울
2012-08-18,108,27.2,25.8,28.6,2.0,0.0,80.3,서울
2012-08-19,108,27.9,26.3,30.8,5.0,1.9,75.8,서울
2012-08-20,108,25.4,24.0,27.1,59.5,0.0,87.4,서울
2012-08-21,108,25.3,23.5,28.7,137.0,0.6,85.4,서울
2012-08-22,108,22.0,20.3,24.6,17.0,0.0,80.5,서울
2012-08-23,108,23.0,20.5,25.7,0.1,1.8,68.3,서울
2012-08-24,108,23.3,21.1,26.1,7.5,0.1,70.0,서울
2012-08-25,108,25.0,21.5,28.9,11.5,2.3,80.1,서울
2012-08-26,108,27.5,24.1,32.4,0.0,5.4,72.3,서울
2012-08-27,108,28.5,24.5,32.9,,9.2,59.9,서울
2012-08-28,108,26.1,21.8,29.4,13.5,0.0,69.5,서울
2012-08-29,108,25.7,21.7,29.1,6.0,7.0,70.3,서울
2012-08-30,108,21.4,18.7,24.7,34.5,0.0,85.8,서울
2012-08-31,108,23.8,18.7,28.4,,11.3,65.6,서울
2012-09-01,108,25.2,22.3,29.4,,8.2,69.0,서울
2012-09-02,108,25.0,20.8,29.5,,8.2,65.1,서울
2012-09-03,108,24.9,22.2,28.5,,3.7,71.4,서울
2012-09-04,108,22.0,19.7,24.4,55.5,0.5,84.1,서울
2012-09-05,108,22.3,19.2,26.1,10.5,9.7,61.1,서울
2012-09-06,108,21.6,16.0,27.1,,12.0,52.9,서울
2012-09-07,108,22.5,16.9,27.2,3.0,7.7,60.6,서울
2012-09-08,108,20.2,17.7,23.7,25.0,2.9,71.8,서울
2012-09-09,108,20.9,17.1,25.0,,4.5,68.4,서울
2012-09-10,108,23.2,17.8,28.3,,10.5,61.4,서울
2012-09-11,108,22.8,18.1,27.5,,10.5,53.1,서울
2012-09-12,108,21.6,19.6,24.8,0.5,0.2,68.9,서울
2012-09-13,108,20.0,18.6,21.1,13.5,0.0,87.1,서울
2012-09-14,108,19.4,17.3,21.8,2.0,2.1,68.5,서울
2012-09-15,108,21.0,17.0,25.5,,7.2,56.8,서울
2012-09-16,108,19.9,17.5,22.1,2.5,0.0,60.1,서울
2012-09-17,108,17.3,16.0,18.4,85.5,0.0,86.8,서울
2012-09-18,108,20.9,17.7,24.6,,9.1,69.4,서울
2012-09-19,108,20.6,17.7,25.2,,7.6,63.9,서울
2012-09-20,108,20.1,15.6,24.7,0.0,7.9,69.6,서울
2012-09-21,108,20.1,17.2,24.3,,5.2,68.3,서울
2012-09-22,108,20.7,15.2,26.4,,9.6,60.6,서울
2012-09-23,108,21.2,16.4,26.6,,11.2,56.6,서울
2012-09-24,108,21.5,16.1,27.5,,11.2,49.8,서울
2012-09-25,108,21.8,16.9,27.8,,10.8,52.3,서울
2012-09-26,108,21.3,17.5,25.4,,5.6,60.0,서울
2012-09-27,108,20.3,17.7,23.6,,1.7,62.0,서울
2012-09-28,108,18.0,15.4,22.0,13.5,4.0,72.3,서울
2012-09-29,108,16.4,14.0,19.8,0.5,8.6,58.8,서울
2012-09-30,108,16.2,12.0,21.0,,10.4,63.8,서울
2012-10-01,108,18.1,12.5,24.6,,10.4,64.3,서울
2012-10-02,108,19.3,14.3,24.9,,8.4,64.3,서울
2012-10-03,108,19.9,15.0,26.0,,9.1,60.4,서울
2012-10-04,108,19.0,14.4,24.2,,10.3,61.6,서울
2012-10-05,108,19.0,14.9,22.8,,4.4,61.4,서울
2012-10-06,108,19.6,16.1,24.5,,8.8,52.9,서울
2012-10-07,108,19.2,15.1,24.4,,9.8,54.9,서울
2012-10-08,108,18.4,14.6,23.4,,8.7,53.0,서울
2012-10-09,108,17.6,13.8,22.4,,5.6,60.0,서울
2012-10-10,108,15.7,12.6,20.3,13.0,3.5,69.6,서울
2012-10-11,108,13.9,9.9,19.0,,10.7,47.4,서울
2012-10-12,108,14.9,8.5,21.4,,10.6,51.8,서울
2012-10-13,108,16.4,11.3,23.1,,9.4,54.0,서울
2012-10-14,108,16.3,12.0,21.8,,7.9,39.9,서울
2012-10-15,108,14.8,10.3,21.8,,10.5,33.3,서울
2012-10-16,108,17.1,10.8,23.4,,8.2,46.5,서울
2012-10-17,108,12.6,8.1,17.6,2.5,7.2,57.0,서울
2012-10-18,108,11.6,6.0,17.0,,10.4,46.5,서울
2012-10-19,108,14.8,10.3,20.1,,9.8,52.3,서울
2012-10-20,108,15.8,10.5,21.0,,6.8,65.0,서울
2012-10-21,108,18.3,15.4,23.7,,6.3,70.5,서울
2012-10-22,108,13.4,8.5,17.1,39.5,0.3,77.3,서울
2012-10-23,108,10.0,4.5,14.5,0.0,10.0,49.4,서울
2012-10-24,108,13.2,9.5,18.4,,3.5,62.8,서울
2012-10-25,108,15.2,12.6,20.0,,4.0,68.5,서울
2012-10-26,108,15.9,11.1,22.3,,8.9,62.1,서울
2012-10-27,108,14.3,12.5,16.4,44.0,0.0,84.5,서울
2012-10-28,108,14.3,10.8,18.8,0.0,9.5,65.4,서울
2012-10-29,108,11.7,8.0,16.7,0.0,6.4,60.6,서울
2012-10-30,108,8.6,5.8,12.4,0.1,9.6,55.4,서울
2012-10-31,108,6.9,2.8,11.6,0.2,6.4,50.9,서울
2012-11-01,108,5.6,2.7,10.0,,9.8,36.5,서울
2012-11-02,108,7.2,1.6,12.4,,9.8,36.9,서울
2012-11-03,108,9.4,3.2,15.7,,9.5,41.5,서울
2012-11-04,108,11.8,9.1,15.3,4.0,1.3,56.5,서울
2012-11-05,108,8.5,7.2,10.7,8.0,0.5,87.6,서울
2012-11-06,108,7.1,5.1,8.6,5.0,0.7,81.0,서울
2012-11-07,108,8.4,4.1,12.5,,6.5,68.4,서울
2012-11-08,108,8.8,6.0,12.6,,0.0,74.6,서울
2012-11-09,108,9.4,4.4,15.0,,8.4,63.6,서울
2012-11-10,108,12.0,9.2,14.7,,9.1,49.3,서울
2012-11-11,108,8.7,3.6,12.0,28.0,0.7,72.0,서울
2012-11-12,108,7.3,5.8,9.1,3.0,1.4,67.8,서울
2012-11-13,108,5.3,1.7,9.1,0.0,7.2,54.8,서울
2012-11-14,108,2.4,-0.6,6.7,0.0,9.3,53.3,서울
2012-11-15,108,4.2,-0.3,9.8,,9.5,51.5,서울
2012-11-16,108,4.9,1.0,8.2,9.5,0.6,74.0,서울
2012-11-17,108,5.3,1.5,8.0,1.5,7.4,61.6,서울
2012-11-18,108,3.5,-0.5,8.4,,9.4,45.1,서울
2012-11-19,108,3.4,-0.5,7.6,5.5,5.8,64.4,서울
2012-11-20,108,1.9,-1.8,6.4,,8.9,51.6,서울
2012-11-21,108,4.1,-0.4,8.4,,5.1,62.5,서울
2012-11-22,108,6.7,1.9,10.5,0.3,5.2,68.3,서울
2012-11-23,108,3.3,0.3,6.9,,6.4,63.0,서울
2012-11-24,108,1.7,-1.8,6.7,,9.3,46.9,서울
2012-11-25,108,3.4,-0.7,7.5,0.5,4.3,55.6,서울
2012-11-26,108,2.3,-1.2,5.1,1.0,8.1,51.5,서울
2012-11-27,108,2.1,-2.8,6.5,,9.3,38.9,서울
2012-11-28,108,5.0,-0.1,10.2,1.0,3.5,54.5,서울
2012-11-29,108,0.8,-1.9,4.7,,8.2,34.4,서울
2012-11-30,108,1.7,-3.0,6.2,0.5,5.9,49.6,서울
2012-12-01,108,-0.9,-5.9,4.0,,8.9,47.9,서울
2012-12-02,108,2.9,1.0,7.1,,7.8,50.4,서울
2012-12-03,108,1.7,-1.6,5.0,5.4,0.0,66.9,서울
2012-12-04,108,-3.3,-5.9,-0.1,,9.2,41.3,서울
2012-12-05,108,-3.8,-6.2,-0.8,5.8,0.1,66.5,서울
2012-12-06,108,-6.3,-10.3,-2.9,0.1,6.8,53.4,서울
2012-12-07,108,-4.5,-6.4,-2.4,1.9,0.0,76.0,서울
2012-12-08,108,-8.2,-11.0,-5.3,,8.7,42.4,서울
2012-12-09,108,-10.5,-13.2,-7.0,,9.0,45.5,서울
2012-12-10,108,-8.3,-11.8,-4.6,,9.0,51.3,서울
2012-12-11,108,-6.5,-10.4,-0.8,,9.0,55.3,서울
2012-12-12,108,-5.0,-9.0,0.0,,8.8,56.8,서울
2012-12-13,108,-1.5,-6.2,3.4,,8.0,55.1,서울
2012-12-14,108,2.7,0.3,4.7,18.5,0.0,79.8,서울
2012-12-15,108,4.6,1.9,8.3,0.5,4.5,78.4,서울
2012-12-16,108,1.6,-1.2,4.3,,6.3,77.0,서울
2012-12-17,108,-0.4,-4.7,3.2,,7.2,65.4,서울
2012-12-18,108,-6.8,-9.2,-4.0,,9.0,49.4,서울
2012-12-19,108,-6.9,-10.4,-2.8,,9.0,45.0,서울
2012-12-20,108,-3.4,-7.8,0.3,,7.9,49.1,서울
2012-12-21,108,-0.7,-1.9,0.8,1.8,0.0,66.1,서울
2012-12-22,108,-3.0,-5.9,-0.8,,4.1,67.4,서울
2012-12-23,108,-8.9,-12.5,-5.9,0.0,8.8,53.9,서울
2012-12-24,108,-8.8,-13.6,-4.5,0.0,9.0,52.0,서울
2012-12-25,108,-8.9,-13.7,-4.6,1.0,8.6,50.9,서울
2012-12-26,108,-10.8,-14.5,-7.0,,9.0,33.5,서울
2012-12-27,108,-5.7,-11.3,-0.8,,7.3,47.1,서울
2012-12-28,108,-0.9,-3.5,1.5,0.0,0.0,59.5,서울
2012-12-29,108,-0.3,-1.9,0.6,4.1,0.0,84.1,서울
2012-12-30,108,-8.2,-10.7,0.0,2.3,8.6,54.6,서울
2012-12-31,108,-8.7,-11.6,-5.0,,9.0,45.9,서울
2013-01-01,108,-4.7,-8.7,0.0,3.1,4.6,73.5,서울
2013-01-02,108,-11.7,-15.1,-4.8,,9.1,40.8,서울
2013-01-03,108,-13.2,-16.4,-9.3,,9.1,42.8,서울
2013-01-04,108,-10.7,-14.8,-5.8,,9.2,44.3,서울
2013-01-05,108,-7.0,-12.1,-1.2,,7.5,59.4,서울
2013-01-06,108,-6.3,-9.4,-2.0,,8.2,59.4,서울
2013-01-07,108,-5.1,-8.8,0.1,,5.8,53.6,서울
2013-01-08,108,-4.6,-6.8,-0.7,,8.0,53.4,서울
2013-01-09,108,-9.0,-10.7,-6.4,,9.3,38.5,서울
2013-01-10,108,-8.3,-12.3,-3.6,,9.1,41.3,서울
2013-01-11,108,-3.2,-7.9,1.4,0.0,6.1,50.5,서울
2013-01-12,108,0.0,-2.7,4.2,0.1,3.2,70.0,서울
2013-01-13,108,-0.5,-3.0,3.3,,0.6,65.6,서울
2013-01-14,108,-2.1,-4.3,1.8,,4.5,61.6,서울
2013-01-15,108,-2.1,-5.5,2.0,,4.1,57.0,서울
2013-01-16,108,-2.6,-5.8,0.4,0.3,4.0,64.1,서울
2013-01-17,108,-5.8,-8.2,-2.5,,7.3,62.9,서울
2013-01-18,108,-4.4,-9.2,0.2,,9.3,51.9,서울
2013-01-19,108,0.5,-2.5,4.6,,6.5,59.9,서울
2013-01-20,108,1.6,-2.0,4.1,,0.4,55.8,서울
2013-01-21,108,2.2,1.1,4.0,16.5,0.0,83.6,서울
2013-01-22,108,3.8,2.0,6.0,0.5,0.0,74.3,서울
2013-01-23,108,1.8,1.0,3.8,1.5,0.0,80.4,서울
2013-01-24,108,-0.9,-6.7,2.4,0.1,2.4,57.6,서울
2013-01-25,108,-9.1,-10.8,-6.5,,9.5,37.5,서울
2013-01-26,108,-9.2,-11.9,-5.1,,9.6,37.0,서울
2013-01-27,108,-7.3,-10.7,-3.9,,9.5,44.9,서울
2013-01-28,108,-3.5,-8.9,0.2,,3.7,56.0,서울
2013-01-29,108,2.2,-0.3,3.7,0.0,0.0,63.5,서울
2013-01-30,108,5.4,3.5,8.5,,0.7,68.8,서울
2013-01-31,108,7.4,3.7,11.5,0.0,6.4,59.5,서울
2013-02-01,108,7.3,3.7,9.3,46.5,0.0,85.8,서울
2013-02-02,108,-1.1,-4.5,3.7,,9.4,52.1,서울
2013-02-03,108,-3.2,-5.8,-1.1,7.5,0.2,62.3,서울
